0.171050959	0.163852585	0.163852584	0.181315061	0.181315058	0.18131505	0.181315056	0.181315043	0.146058373	0.14605838	0.146058373	0.146058366	0.146058377	0.146058377	0.146058377	0.146058377	0.146058377	0.146058377	0.146058376	0.146058376	0.146058371	0.146058372	0.141806128	0.141584254	0.101658857	0.104374633	0.104374633	0.104374633	0.104374631	0.104374631	0.104374634	0.104374636	0.122831149	0.122831154	0.166075786	0.166075797	0.166075785	0.166075794	0.18649729	0.18649729	0.186679439	0.211225715	0.2229769	0.222976893	0.222976899	0.222976901	0.22297689	0.191149805	0.191149797	0.191149805	0.181315051	0.181315051	0.181315051	0.222976899	0.194467323	0.19446732	0.190321379	0.190321379	0.190321365	0.190321376	0.190321372	0.190321376	0.19032137	0.190321378	0.190321365	0.190321375	0.190321377	0.190321377	0.190321374	0.190321367	0.196661284	0.196661289	0.196661296	0.196661296	0.203158963	0.203158963	0.209686552	0.209686552	0.209686548	0.20968654	0.231777202	0.237642639	0.23764264	0.237642629	0.237642631	0.240867031	0.240867031	0.241132049	0.241132052	0.241132052	0.22714265	0.227142651	0.227142651	0.227142654	0.251583209	0.252301778	0.239550942	0.239550942	0.239550949	0.239550932
-0.225771059	-0.228475132	-0.228475134	-0.222436028	-0.222436032	-0.222436036	-0.222436033	-0.22243604	-0.234885782	-0.23488578	-0.234885782	-0.234885786	-0.234885779	-0.234885779	-0.234885779	-0.234885779	-0.234885779	-0.234885779	-0.234885782	-0.23488578	-0.234885783	-0.234885781	-0.236545494	-0.236631927	-0.251451885	-0.250326048	-0.250326048	-0.250326048	-0.250326048	-0.250326048	-0.250326047	-0.250326047	-0.243424784	-0.243424781	-0.227796183	-0.227796179	-0.227796187	-0.227796183	-0.220697722	-0.220697722	-0.220632517	-0.212375616	-0.208539865	-0.208539869	-0.208539863	-0.208539864	-0.208539869	-0.219105659	-0.219105664	-0.219105662	-0.222436034	-0.222436034	-0.222436034	-0.208539863	-0.217978917	-0.217978916	-0.219452801	-0.219452801	-0.219452806	-0.219452802	-0.219452803	-0.219452801	-0.219452804	-0.2194528	-0.219452809	-0.2194528	-0.219452799	-0.219452799	-0.219452801	-0.219452803	-0.217200803	-0.2172008	-0.217200796	-0.217200796	-0.214911307	-0.214911307	-0.212630681	-0.212630681	-0.21263068	-0.212630684	-0.205536157	-0.203583244	-0.203583242	-0.203583245	-0.203583243	-0.202464083	-0.202464083	-0.202383844	-0.202383843	-0.202383843	-0.206728631	-0.206728627	-0.206728627	-0.206728627	-0.199320789	-0.199060151	-0.202819272	-0.202819272	-0.202819269	-0.202819275
-0.452498572	-0.452705835	-0.452705836	-0.451846982	-0.451846983	-0.451846983	-0.451846982	-0.451846983	-0.453597378	-0.453597378	-0.453597378	-0.453597378	-0.453597378	-0.453597378	-0.453597378	-0.453597378	-0.453597378	-0.453597378	-0.453597378	-0.453597378	-0.453597377	-0.453597378	-0.453889185	-0.453905851	-0.456237756	-0.4559789	-0.4559789	-0.4559789	-0.455978899	-0.455978899	-0.4559789	-0.4559789	-0.454859686	-0.454859686	-0.452618982	-0.452618983	-0.452618983	-0.452618983	-0.451605497	-0.451605497	-0.451594651	-0.450313225	-0.44965883	-0.449658829	-0.449658828	-0.449658829	-0.449658829	-0.451368558	-0.451368558	-0.451368558	-0.451846982	-0.451846982	-0.451846982	-0.449658828	-0.451198473	-0.451198473	-0.451468823	-0.451468823	-0.451468823	-0.451468823	-0.451468823	-0.451468823	-0.451468823	-0.451468823	-0.451468824	-0.451468823	-0.451468823	-0.451468823	-0.451468823	-0.451468823	-0.451068426	-0.451068426	-0.451068426	-0.451068426	-0.450727274	-0.450727274	-0.450440521	-0.450440521	-0.450440521	-0.450440522	-0.449106014	-0.44882949	-0.44882949	-0.448829489	-0.44882949	-0.448802691	-0.448802691	-0.448782137	-0.448782136	-0.448782136	-0.449791751	-0.449791749	-0.449791749	-0.449791749	-0.447894572	-0.447918345	-0.449026833	-0.449026833	-0.449026833	-0.449026833
-1.038476611	-1.035348501	-1.0353485	-1.041164839	-1.041164835	-1.041164831	-1.041164834	-1.041164826	-1.02899232	-1.028992323	-1.02899232	-1.028992315	-1.028992323	-1.028992323	-1.028992323	-1.028992323	-1.028992323	-1.028992323	-1.02899232	-1.028992322	-1.028992319	-1.02899232	-1.02726112	-1.027174313	-1.01383434	-1.014794778	-1.014794778	-1.014794778	-1.014794776	-1.014794776	-1.014794778	-1.014794779	-1.02087162	-1.020871624	-1.035833314	-1.035833319	-1.035833311	-1.035833316	-1.042790546	-1.042790546	-1.042858764	-1.050838193	-1.054459211	-1.054459207	-1.05445921	-1.054459212	-1.054459207	-1.044347988	-1.044347983	-1.044347986	-1.041164832	-1.041164832	-1.041164832	-1.05445921	-1.045443626	-1.045443627	-1.043906642	-1.043906642	-1.043906636	-1.043906641	-1.043906639	-1.043906642	-1.043906638	-1.043906643	-1.043906633	-1.043906642	-1.043906643	-1.043906643	-1.043906642	-1.043906639	-1.046264876	-1.046264879	-1.046264883	-1.046264883	-1.048690318	-1.048690318	-1.051103853	-1.051103853	-1.051103854	-1.05110385	-1.057658012	-1.059620508	-1.05962051	-1.059620508	-1.059620509	-1.060753381	-1.060753381	-1.060822464	-1.060822465	-1.060822465	-1.056992263	-1.056992267	-1.056992267	-1.056992268	-1.06336265	-1.063618483	-1.060464506	-1.060464506	-1.060464509	-1.060464502
-0.942413308	-0.941721621	-0.941721621	-0.942779014	-0.942779013	-0.942779011	-0.942779011	-0.942779009	-0.940548942	-0.940548944	-0.940548942	-0.94054894	-0.940548944	-0.940548944	-0.940548944	-0.940548944	-0.940548944	-0.940548944	-0.940548942	-0.940548943	-0.940548942	-0.940548943	-0.940263208	-0.940250217	-0.938472969	-0.93851239	-0.93851239	-0.93851239	-0.938512389	-0.938512389	-0.93851239	-0.93851239	-0.93921614	-0.939216141	-0.941799373	-0.941799375	-0.941799371	-0.941799373	-0.943070564	-0.943070564	-0.94308258	-0.944444273	-0.945003565	-0.945003563	-0.945003565	-0.945003565	-0.945003563	-0.943347322	-0.943347319	-0.943347319	-0.942779011	-0.942779011	-0.942779011	-0.945003565	-0.943539228	-0.943539229	-0.943284842	-0.943284842	-0.94328484	-0.943284842	-0.943284841	-0.943284842	-0.943284841	-0.943284843	-0.943284838	-0.943284843	-0.943284843	-0.943284843	-0.943284843	-0.943284842	-0.94368282	-0.943682821	-0.943682823	-0.943682823	-0.944126351	-0.944126351	-0.944585995	-0.944585995	-0.944585996	-0.944585995	-0.945507099	-0.94583428	-0.945834281	-0.945834281	-0.945834282	-0.946080004	-0.946080004	-0.94608593	-0.94608593	-0.94608593	-0.945678142	-0.945678144	-0.945678144	-0.945678144	-0.946229921	-0.946299051	-0.946119313	-0.946119313	-0.946119314	-0.946119312
-1.063520688	-1.064411385	-1.064411384	-1.063077249	-1.063077248	-1.063077249	-1.063077249	-1.063077249	-1.065992953	-1.065992951	-1.065992953	-1.065992953	-1.065992952	-1.065992952	-1.065992952	-1.065992952	-1.065992952	-1.065992952	-1.065992952	-1.065992953	-1.065992954	-1.065992953	-1.06645439	-1.066477093	-1.070591426	-1.070240932	-1.070240932	-1.070240932	-1.070240933	-1.070240933	-1.070240932	-1.070240931	-1.068230523	-1.068230524	-1.064327425	-1.064327424	-1.064327424	-1.064327424	-1.062713976	-1.062713976	-1.062698095	-1.060897757	-1.060086129	-1.06008613	-1.06008613	-1.060086129	-1.060086131	-1.062359474	-1.062359473	-1.062359473	-1.063077249	-1.063077249	-1.063077249	-1.06008613	-1.062111524	-1.062111524	-1.062462398	-1.062462398	-1.0624624	-1.062462398	-1.0624624	-1.0624624	-1.0624624	-1.062462399	-1.062462399	-1.0624624	-1.0624624	-1.0624624	-1.062462399	-1.062462401	-1.061919998	-1.061919997	-1.061919997	-1.061919997	-1.061339792	-1.061339792	-1.06073862	-1.06073862	-1.06073862	-1.060738621	-1.059322337	-1.058826371	-1.058826372	-1.058826374	-1.058826373	-1.058490262	-1.058490262	-1.058476807	-1.058476809	-1.058476809	-1.059244795	-1.059244797	-1.059244797	-1.059244797	-1.058014533	-1.057929005	-1.058503447	-1.058503447	-1.058503447	-1.058503448
-0.737845328	-0.73777216	-0.73777216	-0.73974588	-0.73974588	-0.739745881	-0.739745881	-0.739745882	-0.735512676	-0.735512675	-0.735512676	-0.735512677	-0.735512675	-0.735512675	-0.735512675	-0.735512675	-0.735512675	-0.735512675	-0.735512676	-0.735512676	-0.735512676	-0.735512675	-0.7349644	-0.734930344	-0.726001807	-0.72676814	-0.72676814	-0.72676814	-0.72676814	-0.72676814	-0.72676814	-0.726768139	-0.73136898	-0.731368979	-0.738221038	-0.738221037	-0.738221039	-0.738221039	-0.740282044	-0.740282044	-0.740295569	-0.742243974	-0.743052546	-0.743052547	-0.743052546	-0.743052546	-0.743052547	-0.740684357	-0.740684358	-0.740684359	-0.739745881	-0.739745881	-0.739745881	-0.743052546	-0.740962517	-0.740962515	-0.740646469	-0.740646469	-0.74064647	-0.740646469	-0.74064647	-0.740646469	-0.74064647	-0.740646469	-0.740646471	-0.740646469	-0.740646469	-0.740646469	-0.740646469	-0.740646469	-0.741096321	-0.74109632	-0.741096319	-0.741096319	-0.741391617	-0.741391617	-0.741552582	-0.741552582	-0.741552581	-0.741552581	-0.743315189	-0.743390215	-0.743390215	-0.743390215	-0.743390214	-0.743164396	-0.743164396	-0.743191583	-0.743191585	-0.743191585	-0.741849555	-0.741849555	-0.741849555	-0.741849555	-0.744417053	-0.744306402	-0.742790134	-0.742790134	-0.742790134	-0.742790134
-0.685640913	-0.685351747	-0.685351747	-0.688514521	-0.688514523	-0.688514524	-0.688514524	-0.688514525	-0.6819551	-0.6819551	-0.681955101	-0.681955102	-0.681955099	-0.681955099	-0.681955099	-0.681955099	-0.681955099	-0.681955099	-0.681955101	-0.6819551	-0.681955101	-0.681955099	-0.681263957	-0.68122136	-0.669092176	-0.669974024	-0.669974024	-0.669974024	-0.669974024	-0.669974024	-0.669974024	-0.669974023	-0.676125483	-0.676125482	-0.686087909	-0.686087909	-0.686087912	-0.686087911	-0.689422678	-0.689422678	-0.689443612	-0.692826337	-0.69430217	-0.694302172	-0.694302169	-0.694302169	-0.694302171	-0.690099927	-0.690099928	-0.69009993	-0.688514523	-0.688514523	-0.688514523	-0.694302169	-0.690574406	-0.690574404	-0.690097271	-0.690097271	-0.690097273	-0.690097272	-0.690097272	-0.690097271	-0.690097273	-0.690097271	-0.690097274	-0.690097271	-0.690097271	-0.690097271	-0.69009727	-0.690097271	-0.690791102	-0.690791101	-0.6907911	-0.6907911	-0.691334346	-0.691334346	-0.691748195	-0.691748195	-0.691748193	-0.691748194	-0.694837399	-0.695151628	-0.695151628	-0.695151627	-0.695151625	-0.695040532	-0.695040532	-0.695084593	-0.695084595	-0.695084595	-0.692880444	-0.692880443	-0.692880443	-0.692880443	-0.697020233	-0.696930555	-0.694573056	-0.694573056	-0.694573056	-0.694573056
-0.541153312	-0.541518089	-0.54151809	-0.542536864	-0.542536866	-0.542536867	-0.542536867	-0.542536869	-0.540708892	-0.540708891	-0.540708892	-0.540708894	-0.540708891	-0.540708891	-0.540708891	-0.540708891	-0.540708891	-0.540708891	-0.540708893	-0.540708892	-0.540708892	-0.540708891	-0.540814018	-0.540815889	-0.537007585	-0.537112033	-0.537112033	-0.537112033	-0.537112033	-0.537112033	-0.537112033	-0.537112033	-0.539084858	-0.539084857	-0.541997927	-0.541997927	-0.54199793	-0.541997929	-0.542900693	-0.542900693	-0.542898574	-0.543819899	-0.544245545	-0.544245547	-0.544245543	-0.544245544	-0.544245546	-0.543075349	-0.54307535	-0.543075352	-0.542536867	-0.542536867	-0.542536867	-0.544245543	-0.543202951	-0.543202949	-0.543268493	-0.543268493	-0.543268494	-0.543268493	-0.543268494	-0.543268492	-0.543268494	-0.543268492	-0.543268496	-0.543268492	-0.543268492	-0.543268492	-0.543268491	-0.543268492	-0.543160827	-0.543160826	-0.543160825	-0.543160825	-0.543041167	-0.543041167	-0.542931539	-0.542931539	-0.542931537	-0.542931538	-0.543920136	-0.543880241	-0.54388024	-0.54388024	-0.543880238	-0.543826756	-0.543826756	-0.543841975	-0.543841975	-0.543841975	-0.543113696	-0.543113694	-0.543113694	-0.543113694	-0.544557925	-0.544543565	-0.543736853	-0.543736853	-0.543736852	-0.543736853
-0.759144052	-0.760284281	-0.760284282	-0.760180243	-0.760180246	-0.760180248	-0.760180247	-0.760180251	-0.761168297	-0.761168296	-0.761168298	-0.7611683	-0.761168295	-0.761168295	-0.761168295	-0.761168295	-0.761168295	-0.761168295	-0.761168298	-0.761168296	-0.761168298	-0.761168296	-0.76193564	-0.761972153	-0.763910367	-0.763367901	-0.763367901	-0.763367901	-0.763367901	-0.763367901	-0.763367901	-0.7633679	-0.762407445	-0.762407444	-0.760770031	-0.76077003	-0.760770036	-0.760770034	-0.760314809	-0.760314809	-0.760297218	-0.760068109	-0.760102115	-0.760102118	-0.760102114	-0.760102114	-0.760102117	-0.76022894	-0.760228942	-0.760228944	-0.760180247	-0.760180247	-0.760180247	-0.760102114	-0.760185046	-0.760185042	-0.760597233	-0.760597233	-0.760597235	-0.760597234	-0.760597234	-0.760597232	-0.760597235	-0.760597232	-0.760597238	-0.760597232	-0.760597231	-0.760597231	-0.760597231	-0.760597232	-0.759969883	-0.759969881	-0.759969879	-0.759969879	-0.75938941	-0.75938941	-0.758888199	-0.758888199	-0.758888197	-0.758888198	-0.759241916	-0.758994863	-0.758994862	-0.758994861	-0.75899486	-0.758878347	-0.758878347	-0.758889217	-0.758889218	-0.758889218	-0.758465588	-0.758465584	-0.758465584	-0.758465585	-0.759497108	-0.759483271	-0.758860046	-0.758860046	-0.758860045	-0.758860047
